"binder_name","binder_evolution_type","binder_target","binder_experiment","staining_0_nM","staining_0.1_nM","staining_1_nM","staining_10_nM","staining_100_nM","coculture CAR Only","coculture K562","coculture K562 BCMA OE","coculture K562 CD19 OE","coculture K562 CD22 OE","coculture Raji","coculture Raji CD19 OE","coculture Raji CD19 KO","coculture RPMI 8226","coculture Nalm6","coculture Nalm6 CD22 OE","coculture DG-75","coculture Ramos","coculture SET-2","coculture U937","coculture A549","coculture Hela","coculture MDA-MB-468","mean_BCMA_positive_activity","max_BCMA_negative_activity","mean_CD19_positive_activity","max_CD19_negative_activity","mean_CD22_positive_activity","max_CD22_negative_activity","BCMA_activity_gain","BCMA_activity_ratio","CD19_activity_gain","CD19_activity_ratio","CD22_activity_gain","CD22_activity_ratio","overall_activity_gain","overall_activity_ratio","overall_mean_positive_activity","overall_max_negative_activity","estimated_Kd","nls_kd","nls_kd_scaled","sp_kd","sp_kd_scaled","kd_fit_quality","kd_R2","Kd_estimate_nM_clipped","Kd_estimate_molar","neg_log10_Kd_M","clipped_neg_log10_Kd_M"
"CD19_l112_nonint_3099","non-interface","CD19","CD19_l112",1.26,1.31,0.85,0.74,3.36,75.1,73.6,NA,71.1,NA,75.5,NA,75,NA,NA,NA,76.8,71.4,NA,NA,NA,NA,NA,NA,NA,73.3,75.1,NA,NA,NA,NA,-1.8,0.976031957390146,NA,NA,-1.8,0.976031957390146,73.3,75.1,16808.0013794088,45.5482474584345,268.622809161761,2850,16808.0013794088,"Compromise (Single Point Estimate)",0.154395542664363,16808.0013794088,1.68080013794088e-05,4.77448392496017,6
"CD19_l112_nonint_3354","non-interface","CD19","CD19_l112",1.4,1.53,1.08,2.08,22,16.2,18.7,NA,25.3,NA,33.1,NA,33.1,NA,NA,NA,19.1,16.2,NA,NA,NA,NA,NA,NA,NA,29.2,33.1,NA,NA,NA,NA,13,1.80246913580247,NA,NA,13,1.80246913580247,29.2,33.1,2067.35736264754,NA,NA,350.545454545455,2067.35736264754,"Compromise (Single Point Estimate)",NA,2067.35736264754,2.06735736264754e-06,5.68458444489611,6
"CD19_l112_nonint_3732","non-interface","CD19","CD19_l112",0.12,0.18,0.18,0.18,0.96,11.2,14.1,NA,28.4,NA,49.4,NA,47.7,NA,NA,NA,19.5,13,NA,NA,NA,NA,NA,NA,NA,38.9,47.7,NA,NA,NA,NA,27.7,3.47321428571429,NA,NA,27.7,3.47321428571429,38.9,47.7,60302.3909138438,69.4502485117998,409.585920276005,10225,60302.3909138438,"Compromise (Single Point Estimate)",0.859939754176264,60302.3909138438,6.03023909138438e-05,4.2196654682893,6
"CD19_l112_nonint_4030","non-interface","CD19","CD19_l112",2.4,1.48,0.95,1.83,29.9,57.6,55.1,NA,60.3,NA,68.5,NA,67.5,NA,NA,NA,61.2,52.5,NA,NA,NA,NA,NA,NA,NA,64.4,67.5,NA,NA,NA,NA,6.8,1.11805555555556,NA,NA,6.8,1.11805555555556,64.4,67.5,1365.31110189835,NA,NA,231.505016722408,1365.31110189835,"Compromise (Single Point Estimate)",NA,1365.31110189835,1.36531110189835e-06,5.864768378335,6
"CD19_l112_nonint_4609","non-interface","CD19","CD19_l112",0.81,3.14,56.1,97.1,98.8,12.7,14.9,NA,22.6,NA,34,NA,31.8,NA,NA,NA,16,12.8,NA,NA,NA,NA,NA,NA,NA,28.3,31.8,NA,NA,NA,NA,15.6,2.22834645669291,NA,NA,15.6,2.22834645669291,28.3,31.8,5.26051162126394,0.891983394228493,5.26051162126394,0.323886639676121,1.91013581980643,"Good (Curve Fit)",0.992122657135072,1000,5.26051162126394e-09,8.27897201563971,8.27897201563971
"CD19_l112_nonint_4914","non-interface","CD19","CD19_l112",0.95,1.21,0.72,1.47,46.3,16.1,17.5,NA,25.4,NA,33.3,NA,31.8,NA,NA,NA,18.5,16.4,NA,NA,NA,NA,NA,NA,NA,29.35,31.8,NA,NA,NA,NA,13.25,1.82298136645963,NA,NA,13.25,1.82298136645963,29.35,31.8,672.804086893541,NA,NA,114.082073434125,672.804086893541,"Compromise (Single Point Estimate)",NA,1000,6.72804086893541e-07,6.17211137911573,6.17211137911573
"CD19_l112_UTD","neg_control","CD19","CD19_l112",0.21,0.18,0.17,0.16,0.26,0.65,0.87,NA,2.81,NA,4.52,NA,4.31,NA,NA,NA,1.07,0.71,NA,NA,NA,NA,NA,NA,NA,3.665,4.31,NA,NA,NA,NA,3.015,5.63846153846154,NA,NA,3.015,5.63846153846154,3.665,4.31,224242.782235945,0.0127449210345871,0.075163736957823,38023.0769230769,224242.782235945,"Compromise (Single Point Estimate)",-6.6747689194269,224242.782235945,0.000224242782235945,3.64928152681474,6
"CD19_l115_FMC63","pos_control","CD19","CD19_l115",1.77,35.4,98,99.4,99.6,1.11,1.45,NA,92.1,NA,94.8,NA,5.87,NA,NA,NA,82.3,83.5,NA,NA,NA,NA,NA,NA,NA,93.45,5.87,NA,NA,NA,NA,92.34,84.1891891891892,NA,NA,92.34,84.1891891891892,93.45,5.87,5,0.160546489288785,5,5,155.718135667426,"Known",0.985638339780215,1000,5e-09,8.30102999566398,8.30102999566398
"CD19_l115_int_0203","interface","CD19","CD19_l115",1.84,2.03,2.06,2.27,5.2,0.68,1.02,NA,5.74,NA,13.4,NA,10.6,NA,NA,NA,1.84,1.16,NA,NA,NA,NA,NA,NA,NA,9.57,10.6,NA,NA,NA,NA,8.89,14.0735294117647,NA,NA,8.89,14.0735294117647,9.57,10.6,59520.2627793415,0.107604179325567,3.35118443892014,1911.15384615385,59520.2627793415,"Compromise (Single Point Estimate)",-0.121718284403378,59520.2627793415,5.95202627793415e-05,4.22533516006691,6
"CD19_l115_int_0362","interface","CD19","CD19_l115",1.9,3.36,1.5,2.85,4.06,1.1,12.4,NA,58,NA,78.4,NA,77.3,NA,NA,NA,14.5,10.9,NA,NA,NA,NA,NA,NA,NA,68.2,77.3,NA,NA,NA,NA,67.1,62,NA,NA,67.1,62,68.2,77.3,77107.3251098013,-0.0132916401000537,-0.413949883268552,2475.86206896552,77107.3251098013,"Compromise (Single Point Estimate)",-0.598168640025401,77107.3251098013,7.71073251098013e-05,4.11290436249829,6
"CD19_l115_int_1249","interface","CD19","CD19_l115",1.71,2,1.8,2.5,10.1,1.63,2.1,NA,19.5,NA,26.1,NA,23.7,NA,NA,NA,3.68,1.79,NA,NA,NA,NA,NA,NA,NA,22.8,23.7,NA,NA,NA,NA,21.17,13.9877300613497,NA,NA,21.17,13.9877300613497,22.8,23.7,29133.167243284,41.4974005742913,1292.3795704946,935.445544554456,29133.167243284,"Compromise (Single Point Estimate)",0.829534453894103,29133.167243284,2.9133167243284e-05,4.53561229801881,6
"CD19_l115_int_1328","interface","CD19","CD19_l115",3.67,1.62,1.92,1.58,4.03,0.76,1.15,NA,9.44,NA,13.5,NA,12.1,NA,NA,NA,2.44,0.76,NA,NA,NA,NA,NA,NA,NA,11.47,12.1,NA,NA,NA,NA,10.71,15.0921052631579,NA,NA,10.71,15.0921052631579,11.47,12.1,77704.5088901225,0.081954777789,2.55236904126825,2495.03722084367,77704.5088901225,"Compromise (Single Point Estimate)",-1.97251609058715,77704.5088901225,7.77045088901225e-05,4.10955378004998,6
"CD19_l115_int_1633","interface","CD19","CD19_l115",4.03,2.18,1.99,2.42,6.05,5.84,7.23,NA,21.8,NA,36,NA,32.8,NA,NA,NA,15,12.2,NA,NA,NA,NA,NA,NA,NA,28.9,32.8,NA,NA,NA,NA,23.06,4.9486301369863,NA,NA,23.06,4.9486301369863,28.9,32.8,50720.3567183851,12.6494992057868,393.951286690342,1628.59504132231,50720.3567183851,"Compromise (Single Point Estimate)",-0.969999292041367,50720.3567183851,5.07203567183851e-05,4.29481770070437,6
"CD19_l115_int_2621","interface","CD19","CD19_l115",2.2,1.98,2.3,2.17,4.79,0.59,1.09,NA,3.65,NA,4.52,NA,3.7,NA,NA,NA,1.59,0.65,NA,NA,NA,NA,NA,NA,NA,4.085,3.7,NA,NA,NA,NA,3.495,6.92372881355932,NA,NA,3.495,6.92372881355932,4.085,3.7,64881.4728945822,0.0854991156319396,2.66275257748386,2083.29853862213,64881.4728945822,"Compromise (Single Point Estimate)",-0.588996108166542,64881.4728945822,6.48814728945822e-05,4.1878792996303,6
"CD19_l115_int_3208","interface","CD19","CD19_l115",2.07,2.3,2.27,2.7,4.66,1.21,2.26,NA,20.5,NA,30.4,NA,25.8,NA,NA,NA,25.2,2.4,NA,NA,NA,NA,NA,NA,NA,25.45,25.8,NA,NA,NA,NA,24.24,21.0330578512397,NA,NA,24.24,21.0330578512397,25.45,25.8,66778.352428709,0.0602706867719219,1.87704779590381,2144.20600858369,66778.352428709,"Compromise (Single Point Estimate)",-0.596657353748148,66778.352428709,6.6778352428709e-05,4.17536430016555,6
"CD19_l115_int_3770","interface","CD19","CD19_l115",2.11,1.64,1.87,2.46,6.37,57.3,78.7,NA,92.1,NA,95.3,NA,95.1,NA,NA,NA,86.7,88,NA,NA,NA,NA,NA,NA,NA,93.7,95.1,NA,NA,NA,NA,36.4,1.63525305410122,NA,NA,36.4,1.63525305410122,93.7,95.1,48015.9438112964,15.0339739703944,468.212479668485,1541.75824175824,48015.9438112964,"Compromise (Single Point Estimate)",0.407250223540462,48015.9438112964,4.80159438112964e-05,4.31861453013436,6
"CD19_l115_int_3971","interface","CD19","CD19_l115",1.93,1.85,2.04,1.61,4.66,0.76,1.24,NA,7.71,NA,12.6,NA,11.8,NA,NA,NA,1.78,1.01,NA,NA,NA,NA,NA,NA,NA,10.155,11.8,NA,NA,NA,NA,9.395,13.3618421052632,NA,NA,9.395,13.3618421052632,10.155,11.8,66778.352428709,0.0774631260752324,2.41248271508119,2144.20600858369,66778.352428709,"Compromise (Single Point Estimate)",-0.395630682792032,66778.352428709,6.6778352428709e-05,4.17536430016555,6
"CD19_l115_int_4304","interface","CD19","CD19_l115",1.75,1.74,3.21,2.05,6.83,1.18,2.22,NA,11.7,NA,19.4,NA,17.2,NA,NA,NA,2.86,1.51,NA,NA,NA,NA,NA,NA,NA,15.55,17.2,NA,NA,NA,NA,14.37,13.1779661016949,NA,NA,14.37,13.1779661016949,15.55,17.2,44572.3214099294,0.273999586834533,8.53334096710369,1431.1859443631,44572.3214099294,"Compromise (Single Point Estimate)",0.231535520576982,44572.3214099294,4.45723214099294e-05,4.35093474645526,6
"CD19_l115_int_4516","interface","CD19","CD19_l115",1.69,1.91,1.41,1.8,4.69,1.67,1.91,NA,6.28,NA,9.18,NA,7.44,NA,NA,NA,2.07,1.46,NA,NA,NA,NA,NA,NA,NA,7.73,7.44,NA,NA,NA,NA,6.06,4.62874251497006,NA,NA,6.06,4.62874251497006,7.73,7.44,66331.2774917662,14.6181300141374,455.261590549105,2129.85074626866,66331.2774917662,"Compromise (Single Point Estimate)",-0.0501053456476515,66331.2774917662,6.63312774917662e-05,4.17828163842781,6
"CD19_l115_int_4864","interface","CD19","CD19_l115",2.23,1.75,1.92,2.28,4.63,1.39,2.45,NA,10.7,NA,25,NA,21.8,NA,NA,NA,5.22,2.43,NA,NA,NA,NA,NA,NA,NA,17.85,21.8,NA,NA,NA,NA,16.46,12.841726618705,NA,NA,16.46,12.841726618705,17.85,21.8,67231.2209933444,0.142929176467169,4.4513329783896,2158.74730021598,67231.2209933444,"Compromise (Single Point Estimate)",-0.58138849026296,67231.2209933444,6.72312209933444e-05,4.17242900140545,6
"CD19_l115_int_wildtype","parental","CD19","CD19_l115",4.42,4.56,40.7,88.2,96.5,26.1,29.4,NA,50.4,NA,60.1,NA,57,NA,NA,NA,55,28.4,NA,NA,NA,NA,NA,NA,NA,55.25,57,NA,NA,NA,NA,29.15,2.11685823754789,NA,NA,29.15,2.11685823754789,55.25,57,44.4156852912663,1.42615646857367,44.4156852912663,8.37305699481865,260.767365014052,"Good (Curve Fit)",0.996551187269206,1000,4.44156852912663e-08,7.35246363275755,7.35246363275755
"CD19_l115_NB","neg_control","CD19","CD19_l115",1.69,1.66,1.9,1.9,5.18,2.44,3.21,NA,8.87,NA,12.6,NA,10.2,NA,NA,NA,3.22,2.5,NA,NA,NA,NA,NA,NA,NA,10.735,10.2,NA,NA,NA,NA,8.295,4.39959016393443,NA,NA,8.295,4.39959016393443,10.735,10.2,59762.0953102013,14.6333672675815,455.736133888906,1918.91891891892,59762.0953102013,"Compromise (Single Point Estimate)",0.131531649380498,59762.0953102013,5.97620953102013e-05,4.22357418418955,6
"CD19_l115_nonint_0190","non-interface","CD19","CD19_l115",2.28,1.82,3.03,41.5,91.5,36.5,31.9,NA,37.3,NA,42,NA,37.8,NA,NA,NA,39.2,34.3,NA,NA,NA,NA,NA,NA,NA,39.65,37.8,NA,NA,NA,NA,3.15,1.08630136986301,NA,NA,3.15,1.08630136986301,39.65,37.8,502.549593297084,16.1365145794707,502.549593297084,14.2950819672131,445.200702629493,"Good (Curve Fit)",0.997203071148744,1000,5.02549593297084e-07,6.2988210741413,6.2988210741413
"CD19_l115_nonint_0547","non-interface","CD19","CD19_l115",2.44,8.76,72.9,96.3,99,46.1,48.3,NA,54.7,NA,59.9,NA,58.2,NA,NA,NA,57,51.8,NA,NA,NA,NA,NA,NA,NA,57.3,58.2,NA,NA,NA,NA,11.2,1.24295010845987,NA,NA,11.2,1.24295010845987,57.3,58.2,15.5156404714596,0.498196321351965,15.5156404714596,5.63636363636363,175.536807479644,"Good (Curve Fit)",0.988264801490808,1000,1.55156404714596e-08,7.80923029243047,7.80923029243047
"CD19_l115_nonint_1314","non-interface","CD19","CD19_l115",1.79,1.85,4.88,80.9,98.2,15,15,NA,22.5,NA,26.6,NA,22.5,NA,NA,NA,17.5,15.9,NA,NA,NA,NA,NA,NA,NA,24.55,22.5,NA,NA,NA,NA,9.55,1.63666666666667,NA,NA,9.55,1.63666666666667,24.55,22.5,154.449768989126,4.9592736365336,154.449768989126,6.49694501018329,202.338432903906,"Good (Curve Fit)",0.969937749878393,1000,1.54449768989126e-07,6.8112127369373,6.8112127369373
"CD19_l115_nonint_1810","non-interface","CD19","CD19_l115",2.73,3.75,34.4,91.4,97.4,30.9,37.3,NA,58.1,NA,64.7,NA,59.3,NA,NA,NA,50,36.3,NA,NA,NA,NA,NA,NA,NA,61.4,59.3,NA,NA,NA,NA,30.5,1.98705501618123,NA,NA,30.5,1.98705501618123,61.4,59.3,56.359652900043,1.80966888212728,56.359652900043,7.37166324435317,229.580331435753,"Good (Curve Fit)",0.994543132765286,1000,5.6359652900043e-08,7.24903169022663,7.24903169022663
"CD19_l115_nonint_1986","non-interface","CD19","CD19_l115",1.95,2.09,2.18,3.7,47.9,4.85,5.82,NA,11.9,NA,15,NA,13.3,NA,NA,NA,5.85,5.63,NA,NA,NA,NA,NA,NA,NA,13.45,13.3,NA,NA,NA,NA,8.6,2.77319587628866,NA,NA,8.6,2.77319587628866,13.45,13.3,3685.22084744455,NA,NA,118.329853862213,3685.22084744455,"Compromise (Single Point Estimate)",NA,3685.22084744455,3.68522084744455e-06,5.43353648068077,6
"CD19_l115_nonint_2376","non-interface","CD19","CD19_l115",2.29,3.08,26.9,91.8,98,39.5,34.7,NA,51.5,NA,57.9,NA,51.9,NA,NA,NA,54.2,39.9,NA,NA,NA,NA,NA,NA,NA,54.7,51.9,NA,NA,NA,NA,15.2,1.38481012658228,NA,NA,15.2,1.38481012658228,54.7,51.9,73.0580589925026,2.34584297709985,73.0580589925026,6.71428571428571,209.107210753401,"Good (Curve Fit)",0.989515158905444,1000,7.30580589925026e-08,7.13633187031249,7.13633187031249
"CD19_l115_nonint_3533","non-interface","CD19","CD19_l115",2.43,1.99,8.48,93.1,99,15.6,15.4,NA,22.8,NA,28.6,NA,24.7,NA,NA,NA,15.9,16.3,NA,NA,NA,NA,NA,NA,NA,25.7,24.7,NA,NA,NA,NA,10.1,1.6474358974359,NA,NA,10.1,1.6474358974359,25.7,24.7,117.804020222332,3.7826043741601,117.804020222332,5.63636363636363,175.536807479644,"Good (Curve Fit)",0.956344021564665,1000,1.17804020222332e-07,6.92883988840645,6.92883988840645
"CD19_l115_nonint_4002","non-interface","CD19","CD19_l115",2.98,6.43,28.4,91.5,97.7,53.9,52,NA,71.1,NA,83.8,NA,80.7,NA,NA,NA,63.4,55.3,NA,NA,NA,NA,NA,NA,NA,77.45,80.7,NA,NA,NA,NA,23.55,1.43692022263451,NA,NA,23.55,1.43692022263451,77.45,80.7,67.9736408197937,2.18258587955895,67.9736408197937,7.04196519959058,219.312338463028,"Good (Curve Fit)",0.989973251120388,1000,6.79736408197937e-08,7.16765946767375,7.16765946767375
"CD19_l115_nonint_4004","non-interface","CD19","CD19_l115",2.9,3.41,16.9,89.8,97.2,53.5,54.7,NA,73.5,NA,80.7,NA,78.3,NA,NA,NA,64.8,53.6,NA,NA,NA,NA,NA,NA,NA,77.1,78.3,NA,NA,NA,NA,23.6,1.4411214953271,NA,NA,23.6,1.4411214953271,77.1,78.3,98.132866149946,3.15097742884402,98.132866149946,7.59259259259259,236.460872680165,"Good (Curve Fit)",0.977905600909737,1000,9.8132866149946e-08,7.00818551660498,7.00818551660498
"CD19_l115_nonint_4561","non-interface","CD19","CD19_l115",3.22,4.57,30.1,90.5,96.7,71.4,68.1,NA,80,NA,86.7,NA,85.9,NA,NA,NA,80.1,73.5,NA,NA,NA,NA,NA,NA,NA,83.35,85.9,NA,NA,NA,NA,11.95,1.16736694677871,NA,NA,11.95,1.16736694677871,83.35,85.9,64.4415163275695,2.06917184216744,64.4415163275695,8.14891416752843,253.78674437628,"Good (Curve Fit)",0.992071667600325,1000,6.44415163275695e-08,7.19083424905747,7.19083424905747
"CD19_l115_nonint_4784","non-interface","CD19","CD19_l115",2.86,4.25,3.65,40.8,90.4,51.5,47.5,NA,56.9,NA,67.4,NA,62.6,NA,NA,NA,59.4,54.4,NA,NA,NA,NA,NA,NA,NA,62.15,62.6,NA,NA,NA,NA,10.65,1.20679611650485,NA,NA,10.65,1.20679611650485,62.15,62.6,501.171383414593,16.0922612278433,501.171383414593,15.6858407079646,488.513974284093,"Good (Curve Fit)",0.995265505199546,1000,5.01171383414593e-07,6.30001373492438,6.30001373492438
"CD19_l115_nonint_4959","non-interface","CD19","CD19_l115",2.06,2.09,14.8,94.4,98.3,11.6,13.6,NA,23.4,NA,29.8,NA,24.3,NA,NA,NA,17.2,14.8,NA,NA,NA,NA,NA,NA,NA,26.6,24.3,NA,NA,NA,NA,15,2.29310344827586,NA,NA,15,2.29310344827586,26.6,24.3,99.5845899204314,3.19759125979772,99.5845899204314,6.38860630722279,198.964372734778,"Good (Curve Fit)",0.967178747949605,1000,9.95845899204314e-08,7.00180786067577,7.00180786067577
"CD19_l115_UTD","neg_control","CD19","CD19_l115",1.58,1.46,1.23,1.52,5.2,2.27,2.96,NA,7.82,NA,3.92,NA,13.7,NA,NA,NA,2.66,2.6,NA,NA,NA,NA,NA,NA,NA,5.87,13.7,NA,NA,NA,NA,3.6,2.58590308370044,NA,NA,3.6,2.58590308370044,5.87,13.7,59520.2627793415,28.1901978783394,877.945011542169,1911.15384615385,59520.2627793415,"Compromise (Single Point Estimate)",0.504794676211099,59520.2627793415,5.95202627793415e-05,4.22533516006691,6
"CD19_l82_all_wildtype","parental","CD19","CD19_l82",0.055,0.63,0.46,0.91,4.68,4.61,10.7,NA,55.6,NA,71.7,70.6,71.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.65,71.2,NA,NA,NA,NA,59.04,13.8069414316703,NA,NA,59.04,13.8069414316703,63.65,71.2,551.913483453447,74.2768107737366,551.913483453447,2118.91025641026,15744.5524189647,"Good (Curve Fit)",0.964034985680963,1000,5.51913483453447e-07,6.25812899582802,6.25812899582802
"CD19_l82_FMC63","pos_control","CD19","CD19_l82",0.76,2.08,66.5,99,98.9,3.13,3.32,NA,94.2,NA,98.3,95.9,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.25,17.1,NA,NA,NA,NA,93.12,30.7507987220447,NA,NA,93.12,30.7507987220447,96.25,17.1,5,0.672902665006206,5,4.99999999999999,37.1524758335879,"Known",0.982609449095589,1000,5e-09,8.30102999566398,8.30102999566398
"CD19_l82_int_0617","interface","CD19","CD19_l82",4.69,1.53,0.98,1.11,5.06,9.53,12.6,NA,26.6,NA,46.3,47.9,42.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.45,42.7,NA,NA,NA,NA,26.92,3.82476390346275,NA,NA,26.92,3.82476390346275,36.45,42.7,14506.3530641146,50.1740062280922,372.817710772697,1952.27272727273,14506.3530641146,"Compromise (Single Point Estimate)",-0.52643657327359,14506.3530641146,1.45063530641146e-05,4.83844175663225,6
"CD19_l82_int_1425","interface","CD19","CD19_l82",0.81,0.99,0.83,0.77,2.34,12.5,15.7,NA,60.8,NA,77.9,79.3,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.35,77.1,NA,NA,NA,NA,56.85,5.548,NA,NA,56.85,5.548,69.35,77.1,32232.1543546012,0.0574624937599807,0.426974782151077,4337.82051282051,32232.1543546012,"Compromise (Single Point Estimate)",-0.208501139680356,32232.1543546012,3.22321543546012e-05,4.4917106658483,6
"CD19_l82_int_1554","interface","CD19","CD19_l82",0.55,0.74,0.51,1.39,1.69,9.84,24.6,NA,63.8,NA,82.6,83.9,81.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.2,81.5,NA,NA,NA,NA,63.36,7.4390243902439,NA,NA,63.36,7.4390243902439,73.2,81.5,44914.9250743216,1.59388987952641,11.8433910461011,6044.67455621302,44914.9250743216,"Compromise (Single Point Estimate)",0.351471175859663,44914.9250743216,4.49149250743216e-05,4.34760932045886,6
"CD19_l82_int_1949","interface","CD19","CD19_l82",1.87,1.42,1.19,1.21,2.87,7.39,13.6,NA,36.4,NA,63.5,56.6,57.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.95,57.8,NA,NA,NA,NA,42.56,6.75913396481732,NA,NA,42.56,6.75913396481732,49.95,57.8,26142.6567755857,0.0384104335638107,0.285408540947423,3518.29268292683,26142.6567755857,"Compromise (Single Point Estimate)",-1.67861680401612,26142.6567755857,2.61426567755857e-05,4.58265027886927,6
"CD19_l82_int_2641","interface","CD19","CD19_l82",1,0.55,0.8,1.12,5.3,13.7,34,NA,70.8,NA,88.4,86,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,84.8,NA,NA,NA,NA,65.9,5.81021897810219,NA,NA,65.9,5.81021897810219,79.6,84.8,13815.8140793242,58.5981257338799,435.413090044304,1859.33962264151,13815.8140793242,"Compromise (Single Point Estimate)",0.891082822211736,13815.8140793242,1.38158140793242e-05,4.8596235197419,6
"CD19_l82_int_3309","interface","CD19","CD19_l82",0.78,0.96,0.64,1.42,3.54,16.3,27,NA,53.7,NA,73.7,72.6,70.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7,70.7,NA,NA,NA,NA,47.4,3.9079754601227,NA,NA,47.4,3.9079754601227,63.7,70.7,21054.1191440002,16.4356942961022,122.125347028835,2833.47457627119,21054.1191440002,"Compromise (Single Point Estimate)",0.708640778581525,21054.1191440002,2.10541191440002e-05,4.67666292374751,6
"CD19_l82_int_4258","interface","CD19","CD19_l82",0.86,1.3,1.02,1.4,1.26,7.13,12.4,NA,32.6,NA,55.4,49.7,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,55,NA,NA,NA,NA,36.87,6.1711079943899,NA,NA,36.87,6.1711079943899,44,55,60496.6148156924,-0.00393927813810121,-0.0292707871655173,8141.66666666667,60496.6148156924,"Compromise (Single Point Estimate)",-3.15196244941146,60496.6148156924,6.04966148156924e-05,4.21826892630616,6
"CD19_l82_int_4727","interface","CD19","CD19_l82",0.79,0.9,0.9,3.23,44.3,25.2,34.8,NA,61.2,NA,75.6,78.2,74.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.4,74.9,NA,NA,NA,NA,43.2,2.71428571428571,NA,NA,43.2,2.71428571428571,68.4,74.9,998.75583454221,NA,NA,134.41309255079,998.75583454221,"Compromise (Single Point Estimate)",NA,1000,9.9875583454221e-07,6.00054067060453,6.00054067060453
"CD19_l82_int_4740","interface","CD19","CD19_l82",0.69,1.26,1.08,1.17,1.6,15.2,20.4,NA,47.9,NA,66.6,68,66.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.25,66.3,NA,NA,NA,NA,42.05,3.76644736842105,NA,NA,42.05,3.76644736842105,57.25,66.3,47483.186145065,0.00459651126377491,0.0341543547292424,6390.3125,47483.186145065,"Compromise (Single Point Estimate)",-0.458977822892676,47483.186145065,4.7483186145065e-05,4.32346014736709,6
"CD19_l82_int_4898","interface","CD19","CD19_l82",0.68,0.77,0.8,2.15,43.1,26.2,38.6,NA,54.9,NA,70,69.5,67.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.45,67.1,NA,NA,NA,NA,36.25,2.38358778625954,NA,NA,36.25,2.38358778625954,62.45,67.1,1047.25157517926,NA,NA,140.939675174014,1047.25157517926,"Compromise (Single Point Estimate)",NA,1047.25157517926,1.04725157517926e-06,5.97994897774054,6
"CD19_l82_NB","neg_control","CD19","CD19_l82",0,0.51,0.71,0.81,0.31,4.06,5.8,NA,13.8,NA,22.3,20.3,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.05,17.9,NA,NA,NA,NA,13.99,4.44581280788177,NA,NA,13.99,4.44581280788177,18.05,17.9,248166.553898744,0.0154319222839342,0.114666823943935,33398.3870967742,248166.553898744,"Compromise (Single Point Estimate)",0.661542791652826,248166.553898744,0.000248166553898744,3.60525674997666,6
"CD19_l82_nonint_0084","non-interface","CD19","CD19_l82",1.4,1.61,3.08,3.44,4.41,4.65,9.33,NA,30.9,NA,50.2,47.1,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.55,39,NA,NA,NA,NA,35.9,8.72043010752688,NA,NA,35.9,8.72043010752688,40.55,39,16753.9974354323,0.166561212796771,1.23763228664903,2254.7619047619,16753.9974354323,"Compromise (Single Point Estimate)",0.616790846534545,16753.9974354323,1.67539974354323e-05,4.77588155537194,6
"CD19_l82_nonint_0125","non-interface","CD19","CD19_l82",0.11,1.2,1.31,1.21,2.3,1.92,4.09,NA,27.9,NA,47.7,45.1,40.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,40.1,NA,NA,NA,NA,35.88,19.6875,NA,NA,35.88,19.6875,37.8,40.1,32805.6361610582,0.0447745019538515,0.332696720360281,4415,32805.6361610582,"Compromise (Single Point Estimate)",0.709632961454368,32805.6361610582,3.28056361610582e-05,4.48405153606372,6
"CD19_l82_nonint_0878","non-interface","CD19","CD19_l82",1.32,1.9,2.06,1.46,2.22,2.1,4.73,NA,31.1,NA,54,50.2,47.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.55,47.6,NA,NA,NA,NA,40.45,20.2619047619048,NA,NA,40.45,20.2619047619048,42.55,47.6,34014.5978071025,-5.95141082186466e-05,-0.000442219293470161,4577.7027027027,34014.5978071025,"Compromise (Single Point Estimate)",-2.4411670851985,34014.5978071025,3.40145978071025e-05,4.46833465982582,6
